"","Site","Block","Trt","Plot","Tree_Number","CoreID","PlotID","start_year","end_year","BA","DBH","CanopyCover","meanVPD_Dry.Summer","meanVPD_Fall","meanVPD_Monsoon.Summer","meanVPD_Spring","meanVPD_Winter","SWA_Dry.Summer","SWA_Fall","SWA_Monsoon.Summer","SWA_Spring","SWA_Winter"
"1","FV",1,1,1,1,"FV_1_1_1_1","FV_1_1_1",2006,2019,46.6600555079505,44.8666666666667,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"2","FV",1,1,1,4,"FV_1_1_1_4","FV_1_1_1",2006,2019,46.6600555079505,37.3333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"3","FV",1,1,1,6,"FV_1_1_1_6","FV_1_1_1",2006,2019,46.6600555079505,11.3333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"4","FV",1,1,1,7,"FV_1_1_1_7","FV_1_1_1",2006,2019,46.6600555079505,36.8,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"5","FV",1,1,1,9,"FV_1_1_1_9","FV_1_1_1",2006,2019,46.6600555079505,21.5333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"6","FV",1,1,1,10,"FV_1_1_1_10","FV_1_1_1",2006,2019,46.6600555079505,11.3666666666667,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"7","FV",1,1,1,11,"FV_1_1_1_11","FV_1_1_1",2006,2011,45.5844356417257,0.8,47.519387756,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,54.4696674081728,44.9411608588082,33.3012625106755,63.4807456957801,45.1114286814347
"8","FV",1,1,1,12,"FV_1_1_1_12","FV_1_1_1",2006,2011,45.5844356417257,1.3,47.519387756,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,54.4696674081728,44.9411608588082,33.3012625106755,63.4807456957801,45.1114286814347
"9","FV",1,1,1,13,"FV_1_1_1_13","FV_1_1_1",2006,2019,46.6600555079505,5.9,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"10","FV",1,1,1,14,"FV_1_1_1_14","FV_1_1_1",2006,2011,45.5844356417257,1.95,47.519387756,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,54.4696674081728,44.9411608588082,33.3012625106755,63.4807456957801,45.1114286814347
"11","FV",1,1,1,15,"FV_1_1_1_15","FV_1_1_1",2006,2019,46.6600555079505,7.23333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"12","FV",1,1,1,18,"FV_1_1_1_18","FV_1_1_1",2006,2019,46.6600555079505,36.3666666666667,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"13","FV",1,1,1,19,"FV_1_1_1_19","FV_1_1_1",2006,2011,45.5844356417257,6.15,47.519387756,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,54.4696674081728,44.9411608588082,33.3012625106755,63.4807456957801,45.1114286814347
"14","FV",1,1,1,20,"FV_1_1_1_20","FV_1_1_1",2006,2019,46.6600555079505,6.03333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"15","FV",1,1,1,22,"FV_1_1_1_22","FV_1_1_1",2006,2019,46.6600555079505,6.26666666666667,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"16","FV",1,1,1,24,"FV_1_1_1_24","FV_1_1_1",2006,2019,46.6600555079505,2.5,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"17","FV",1,1,1,25,"FV_1_1_1_25","FV_1_1_1",2006,2019,46.6600555079505,6.36666666666667,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
"18","FV",1,1,1,26,"FV_1_1_1_26","FV_1_1_1",2006,2019,46.6600555079505,6.03333333333333,47.1318681323077,12.9782568509545,5.26813961850657,11.3751385231431,5.94784230414322,3.38211005029004,50.1955440284801,52.6704568593732,41.1869643948833,74.7075225263109,55.6592010703264
