"","ID","predictor","fate"
"1",1,7.66666666666667,1
"2",2,11.75,1
"3",3,8.33333333333333,1
"4",4,11.6666666666667,0
"5",5,9,1
"6",6,12.6666666666667,1
"7",7,10,1
"8",8,10.4,1
"9",9,7.4,1
"10",10,7.75,1
"11",11,11.3333333333333,1
"12",12,11.75,1
"13",13,12.3333333333333,0
"14",14,10.5,1
"15",15,10.2,1
"16",16,9.5,1
"17",17,11.5,1
"18",18,10.6,1
"19",19,7.8,0
"20",20,8,1
"21",21,9.4,1
"22",22,9.2,1
"23",23,8.25,1
"24",24,6.5,1
"25",25,9.4,1
"26",26,10.5,1
"27",27,7.75,1
"28",28,13.3333333333333,1
"29",29,8.25,1
"30",30,10,1
"31",31,8.6,1
"32",32,10.5,1
"33",33,10,1
"34",34,10.75,1
"35",35,8.33333333333333,1
"36",36,8.5,1
"37",37,11.5,1
"38",38,12.25,1
"39",39,12.2,1
"40",40,10.6,1
"41",41,11.75,1
"42",42,11.25,0
"43",43,10.6,0
"44",44,11.6,1
"45",45,10,1
"46",46,8.33333333333333,1
"47",47,10.75,0
"48",48,11.6,1
"49",49,8.75,0
"50",50,8.8,1
"51",51,11.25,1
"52",52,8,1
"53",53,5.75,1
"54",54,9.33333333333333,1
"55",55,7.8,1
"56",56,11.1666666666667,0
"57",57,9.25,1
"58",58,9.33333333333333,1
"59",59,11.8,1
"60",60,8.5,1
"61",61,9.16666666666667,1
"62",62,10.5,1
"63",63,10.8,1
"64",64,12,1
"65",65,10,1
"66",66,13.5,1
"67",67,8,0
"68",68,9.2,1
"69",69,8,0
"70",70,8.16666666666667,1
"71",71,10,1
"72",72,8,1
"73",73,9.2,1
"74",74,8.66666666666667,1
"75",75,9.33333333333333,0
"76",76,9.25,0
"77",77,13.25,1
"78",78,10.25,1
"79",79,12.25,1
"80",80,12.3333333333333,1
"81",81,9.66666666666667,1
"82",82,10.5,0
"83",83,8.6,0
"84",84,8,1
"85",85,11,1
"86",86,8.25,1
"87",87,11.2,1
"88",88,10.75,0
"89",89,9,1
"90",90,11.25,1
"91",91,6.66666666666667,1
"92",92,9.8,0
"93",93,9.4,1
"94",94,7.2,1
"95",95,8.66666666666667,0
"96",96,8.4,1
"97",97,9.33333333333333,0
"98",98,12.6666666666667,1
"99",99,13.6666666666667,1
"100",100,12.75,1
"101",101,6.66666666666667,1
"102",102,10,1
"103",103,9.33333333333333,0
"104",104,12.25,1
"105",105,11,0
"106",106,12.8333333333333,1
"107",107,10.8,1
"108",108,10.2,1
"109",109,12.75,1
"110",110,11.3333333333333,1
"111",111,10,1
"112",112,6.75,1
"113",113,11.8,1
"114",114,9,1
"115",115,7,0
"116",116,9,1
"117",117,9.5,1
"118",118,7.75,1
"119",119,11.5,1
"120",120,9.25,1
"121",121,10.6666666666667,1
"122",122,12.4,1
"123",123,12,1
"124",124,7.75,1
"125",125,9,1
"126",126,9,0
"127",127,8.5,1
"128",128,8.5,1
"129",129,12.3333333333333,1
"130",130,11,1
"131",131,12.25,1
"132",132,10.6666666666667,1
"133",133,9.8,1
"134",134,11,1
"135",135,11.25,1
"136",136,9.5,1
"137",137,8.75,1
