"","ID","predictor","fate"
"1",1,10,1
"2",2,7,0
"3",3,12,0
"4",4,8.66666666666667,1
"5",5,8,0
"6",6,12.5,0
"7",7,7,0
"8",8,11,1
"9",9,7.33333333333333,1
"10",10,6.5,0
"11",11,12.6666666666667,1
"12",12,10,1
"13",13,6,0
"14",14,9,0
"15",15,7.66666666666667,0
"16",16,11.5,0
"17",17,8.5,0
"18",18,7,0
"19",19,11.6666666666667,1
"20",20,9.66666666666667,0
"21",21,13.3333333333333,1
"22",22,8.33333333333333,0
"23",23,8,0
"24",24,7,0
"25",25,8,1
"26",26,7,0
"27",27,9,1
"28",28,12,1
"29",29,11.5,0
"30",30,10,1
"31",31,8.33333333333333,0
"32",32,11.5,1
"33",33,7,0
"34",34,8.5,1
"35",35,9,1
"36",36,11,1
"37",37,6,0
"38",38,8,1
"39",39,11.3333333333333,1
"40",40,10.6666666666667,1
"41",41,9,0
"42",42,8,0
"43",43,7.33333333333333,1
"44",44,8.33333333333333,0
"45",45,12,1
"46",46,9.5,0
"47",47,7.5,0
"48",48,8.66666666666667,0
"49",49,12,0
"50",50,9.33333333333333,0
"51",51,9.5,1
"52",52,10,0
"53",53,13,1
"54",54,7.5,0
"55",55,8.33333333333333,1
"56",56,11.3333333333333,1
"57",57,8,1
"58",58,4,0
"59",59,10.3333333333333,0
"60",60,9.5,0
"61",61,8.33333333333333,0
"62",62,4,1
"63",63,8.33333333333333,0
"64",64,8.5,0
"65",65,9,0
"66",66,8.5,0
"67",67,6,1
"68",68,12,0
"69",69,7.5,1
"70",70,7.66666666666667,0
"71",71,11.5,1
"72",72,11,1
"73",73,8.33333333333333,0
"74",74,11,1
"75",75,10,1
"76",76,7,0
"77",77,8,0
"78",78,9.5,1
"79",79,12.5,0
"80",80,11,1
"81",81,11.5,1
"82",82,9.5,1
"83",83,10,0
"84",84,7,1
"85",85,10.6666666666667,1
"86",86,10.5,0
"87",87,12.3333333333333,1
"88",88,11.5,0
"89",89,8,0
"90",90,11,1
"91",91,9,1
"92",92,10.6666666666667,0
"93",93,9,0
"94",94,11.6666666666667,0
"95",95,9.33333333333333,1
"96",96,9.33333333333333,1
"97",97,9.5,1
"98",98,8,1
"99",99,10.5,0
"100",100,13.5,1
"101",101,8,0
"102",102,13.5,1
"103",103,10.5,0
"104",104,13,0
"105",105,6.5,0
"106",106,13.3333333333333,0
"107",107,9,1
"108",108,11,1
"109",109,16,1
"110",110,8.33333333333333,0
"111",111,6,0
"112",112,5.5,0
"113",113,11.6666666666667,1
"114",114,7.5,1
"115",115,7.5,0
"116",116,11,0
"117",117,7,1
"118",118,9.5,0
"119",119,11,1
"120",120,13,0
"121",121,11,1
"122",122,9.33333333333333,0
"123",123,9,1
"124",124,9,1
"125",125,8.5,0
"126",126,8.66666666666667,0
"127",127,11.5,0
"128",128,6.5,0
"129",129,10.5,1
"130",130,9,1
"131",131,14,1
"132",132,15,1
"133",133,10.3333333333333,1
"134",134,8,1
"135",135,6.5,0
"136",136,7,0
"137",137,6,1
"138",138,7,0
"139",139,9.5,1
"140",140,13,1
"141",141,11,1
"142",142,11.6666666666667,1
"143",143,7,0
"144",144,10,1
"145",145,7.5,1
"146",146,4.5,1
"147",147,10,0
"148",148,9,0
"149",149,10.5,0
"150",150,14,1
"151",151,13.5,0
"152",152,11.5,1
"153",153,11.5,1
"154",154,10.5,1
"155",155,9,0
"156",156,3.5,1
"157",157,11,1
"158",158,11,1
"159",159,11,0
"160",160,8.33333333333333,1
"161",161,7.5,0
"162",162,9,0
"163",163,7.66666666666667,0
"164",164,10.6666666666667,1
"165",165,9,1
"166",166,10.6666666666667,1
"167",167,10,1
"168",168,10.5,0
"169",169,6.5,1
"170",170,11,1
"171",171,9,1
"172",172,8.5,1
"173",173,9,1
"174",174,10.5,0
"175",175,13.5,0
"176",176,10,1
"177",177,11,0
"178",178,10.3333333333333,1
"179",179,11,0
"180",180,7,0
"181",181,9,0
"182",182,13,1
"183",183,8.5,0
"184",184,11.5,0
"185",185,14.6666666666667,1
"186",186,11,1
"187",187,7.33333333333333,0
"188",188,7.5,0
"189",189,8.5,1
"190",190,8.5,0
"191",191,10.5,1
"192",192,5,0
"193",193,14,0
"194",194,11,1
"195",195,13.5,1
"196",196,9.5,0
"197",197,10.3333333333333,0
"198",198,8,1
"199",199,7,0
"200",200,14.5,0
"201",201,11,1
"202",202,11.6666666666667,1
