"","ID","day","Dataset","x","ps","interval","fate"
"1",1,1,"1",-0.833872179072249,0.306070983404277,1,0
"2",2,1,"1",-0.833872179072249,0.306070983404277,1,0
"3",3,1,"1",-0.833872179072249,0.306070983404277,1,0
"4",4,1,"1",-0.833872179072249,0.306070983404277,1,0
"5",5,1,"1",-0.833872179072249,0.306070983404277,1,0
"6",6,1,"1",-0.833872179072249,0.306070983404277,1,0
"7",7,1,"1",-0.833872179072249,0.306070983404277,1,0
"8",8,1,"1",-0.833872179072249,0.306070983404277,1,0
"9",9,1,"1",-0.833872179072249,0.306070983404277,1,0
"10",10,1,"1",-0.833872179072249,0.306070983404277,1,0
"11",11,1,"1",-0.833872179072249,0.306070983404277,1,0
"12",12,1,"1",-0.833872179072249,0.306070983404277,1,0
"13",13,1,"1",-0.833872179072249,0.306070983404277,1,0
"14",14,1,"1",-0.833872179072249,0.306070983404277,1,0
"15",15,1,"1",-0.833872179072249,0.306070983404277,1,0
"16",16,1,"1",-0.833872179072249,0.306070983404277,1,0
"17",17,1,"1",-0.833872179072249,0.306070983404277,1,1
"18",18,1,"1",-0.833872179072249,0.306070983404277,1,0
"19",19,1,"1",-0.833872179072249,0.306070983404277,1,0
"20",20,1,"1",-0.833872179072249,0.306070983404277,1,1
"21",21,1,"1",-0.833872179072249,0.306070983404277,1,0
"22",22,1,"1",-0.833872179072249,0.306070983404277,1,0
"23",23,1,"1",-0.833872179072249,0.306070983404277,1,0
"24",24,1,"1",-0.833872179072249,0.306070983404277,1,0
"25",25,1,"1",-0.833872179072249,0.306070983404277,1,0
"26",26,1,"1",-0.833872179072249,0.306070983404277,1,0
"27",27,1,"1",-0.833872179072249,0.306070983404277,1,0
"28",28,1,"1",-0.833872179072249,0.306070983404277,1,0
"29",29,1,"1",-0.833872179072249,0.306070983404277,1,0
"30",30,1,"1",-0.833872179072249,0.306070983404277,1,0
"31",1,2,"1",0.115526740009652,0.924445761354762,1,0
"32",2,2,"1",0.115526740009652,0.924445761354762,1,0
"33",3,2,"1",0.115526740009652,0.924445761354762,1,0
"34",4,2,"1",0.115526740009652,0.924445761354762,1,0
"35",5,2,"1",0.115526740009652,0.924445761354762,1,0
"36",6,2,"1",0.115526740009652,0.924445761354762,1,0
"37",7,2,"1",0.115526740009652,0.924445761354762,1,0
"38",8,2,"1",0.115526740009652,0.924445761354762,1,0
"39",9,2,"1",0.115526740009652,0.924445761354762,1,0
"40",10,2,"1",0.115526740009652,0.924445761354762,1,0
"41",11,2,"1",0.115526740009652,0.924445761354762,1,0
"42",12,2,"1",0.115526740009652,0.924445761354762,1,0
"43",13,2,"1",0.115526740009652,0.924445761354762,1,0
"44",14,2,"1",0.115526740009652,0.924445761354762,1,0
"45",15,2,"1",0.115526740009652,0.924445761354762,1,0
"46",16,2,"1",0.115526740009652,0.924445761354762,1,0
"47",17,2,"1",0.115526740009652,0.924445761354762,1,1
"48",18,2,"1",0.115526740009652,0.924445761354762,1,0
"49",19,2,"1",0.115526740009652,0.924445761354762,1,0
"50",20,2,"1",0.115526740009652,0.924445761354762,1,1
"51",21,2,"1",0.115526740009652,0.924445761354762,1,0
"52",22,2,"1",0.115526740009652,0.924445761354762,1,0
"53",23,2,"1",0.115526740009652,0.924445761354762,1,0
"54",24,2,"1",0.115526740009652,0.924445761354762,1,0
"55",25,2,"1",0.115526740009652,0.924445761354762,1,0
"56",26,2,"1",0.115526740009652,0.924445761354762,1,0
"57",27,2,"1",0.115526740009652,0.924445761354762,1,0
"58",28,2,"1",0.115526740009652,0.924445761354762,1,0
"59",29,2,"1",0.115526740009652,0.924445761354762,1,0
"60",30,2,"1",0.115526740009652,0.924445761354762,1,0
"61",1,3,"1",-1.07901602915045,0.157552036463603,1,0
"62",2,3,"1",-1.07901602915045,0.157552036463603,1,0
"63",3,3,"1",-1.07901602915045,0.157552036463603,1,0
"64",4,3,"1",-1.07901602915045,0.157552036463603,1,0
"65",5,3,"1",-1.07901602915045,0.157552036463603,1,0
"66",6,3,"1",-1.07901602915045,0.157552036463603,1,0
"67",7,3,"1",-1.07901602915045,0.157552036463603,1,0
"68",8,3,"1",-1.07901602915045,0.157552036463603,1,0
"69",9,3,"1",-1.07901602915045,0.157552036463603,1,0
"70",10,3,"1",-1.07901602915045,0.157552036463603,1,0
"71",11,3,"1",-1.07901602915045,0.157552036463603,1,0
"72",12,3,"1",-1.07901602915045,0.157552036463603,1,0
"73",13,3,"1",-1.07901602915045,0.157552036463603,1,0
