"","ID","day","Dataset","x","ps","interval","fate"
"1",1,1,"1",-0.0833872179072249,0.8591374994651,1,0
"2",2,1,"1",-0.0833872179072249,0.8591374994651,1,1
"3",3,1,"1",-0.0833872179072249,0.8591374994651,1,1
"4",4,1,"1",-0.0833872179072249,0.8591374994651,1,0
"5",5,1,"1",-0.0833872179072249,0.8591374994651,1,1
"6",6,1,"1",-0.0833872179072249,0.8591374994651,1,0
"7",7,1,"1",-0.0833872179072249,0.8591374994651,1,0
"8",8,1,"1",-0.0833872179072249,0.8591374994651,1,1
"9",9,1,"1",-0.0833872179072249,0.8591374994651,1,1
"10",10,1,"1",-0.0833872179072249,0.8591374994651,1,0
"11",11,1,"1",-0.0833872179072249,0.8591374994651,1,1
"12",12,1,"1",-0.0833872179072249,0.8591374994651,1,1
"13",13,1,"1",-0.0833872179072249,0.8591374994651,1,1
"14",14,1,"1",-0.0833872179072249,0.8591374994651,1,1
"15",15,1,"1",-0.0833872179072249,0.8591374994651,1,1
"16",16,1,"1",-0.0833872179072249,0.8591374994651,1,0
"17",17,1,"1",-0.0833872179072249,0.8591374994651,1,0
"18",18,1,"1",-0.0833872179072249,0.8591374994651,1,0
"19",19,1,"1",-0.0833872179072249,0.8591374994651,1,1
"20",20,1,"1",-0.0833872179072249,0.8591374994651,1,0
"21",21,1,"1",-0.0833872179072249,0.8591374994651,1,0
"22",22,1,"1",-0.0833872179072249,0.8591374994651,1,1
"23",23,1,"1",-0.0833872179072249,0.8591374994651,1,1
"24",24,1,"1",-0.0833872179072249,0.8591374994651,1,1
"25",25,1,"1",-0.0833872179072249,0.8591374994651,1,1
"26",26,1,"1",-0.0833872179072249,0.8591374994651,1,1
"27",27,1,"1",-0.0833872179072249,0.8591374994651,1,1
"28",28,1,"1",-0.0833872179072249,0.8591374994651,1,1
"29",29,1,"1",-0.0833872179072249,0.8591374994651,1,0
"30",30,1,"1",-0.0833872179072249,0.8591374994651,1,1
"31",1,2,"1",0.0115526740009652,0.894771514758727,1,0
"32",2,2,"1",0.0115526740009652,0.894771514758727,1,1
"33",3,2,"1",0.0115526740009652,0.894771514758727,1,1
"34",4,2,"1",0.0115526740009652,0.894771514758727,1,0
"35",5,2,"1",0.0115526740009652,0.894771514758727,1,1
"36",6,2,"1",0.0115526740009652,0.894771514758727,1,0
"37",7,2,"1",0.0115526740009652,0.894771514758727,1,0
"38",8,2,"1",0.0115526740009652,0.894771514758727,1,1
"39",9,2,"1",0.0115526740009652,0.894771514758727,1,1
"40",10,2,"1",0.0115526740009652,0.894771514758727,1,0
"41",11,2,"1",0.0115526740009652,0.894771514758727,1,1
"42",12,2,"1",0.0115526740009652,0.894771514758727,1,1
"43",13,2,"1",0.0115526740009652,0.894771514758727,1,1
"44",14,2,"1",0.0115526740009652,0.894771514758727,1,1
