"","Dataset","ID","fate","t","x"
"1","1",1,0,3,-0.059912048940435
"2","1",2,0,21,0.0164243597553722
"3","1",3,0,9,0.011222263962037
"4","1",4,0,3,-0.059912048940435
"5","1",5,0,21,0.0164243597553722
"6","1",6,0,3,-0.059912048940435
"7","1",7,0,3,-0.059912048940435
"8","1",8,0,9,0.011222263962037
"9","1",9,0,9,0.011222263962037
"10","1",10,0,3,-0.059912048940435
"11","1",11,0,12,0.0215136466541813
"12","1",12,0,6,-0.0133705295030646
"13","1",13,0,12,0.0215136466541813
"14","1",14,0,6,-0.0133705295030646
"15","1",15,0,6,-0.0133705295030646
"16","1",16,0,3,-0.059912048940435
"17","1",17,0,3,-0.059912048940435
"18","1",18,0,3,-0.059912048940435
"19","1",19,0,6,-0.0133705295030646
"20","1",20,0,3,-0.059912048940435
"21","1",21,0,3,-0.059912048940435
"22","1",22,0,18,0.00562631699973192
"23","1",23,0,6,-0.0133705295030646
"24","1",24,0,12,0.0215136466541813
"25","1",25,0,12,0.0215136466541813
"26","1",26,0,6,-0.0133705295030646
"27","1",27,0,33,0.00465261388575601
"28","1",28,0,15,0.0018488147342787
"29","1",29,0,3,-0.059912048940435
"30","1",30,0,6,-0.0133705295030646
"31","2",1,0,9,-0.0119293510599844
"32","2",2,0,15,0.00467363644085861
"33","2",3,0,21,0.0122459142485617
"34","2",4,0,30,0.00493149324636895
"35","2",5,0,6,0.0143989281033556
"36","2",6,0,15,0.00467363644085861
"37","2",7,0,3,0.00107159592722965
"38","2",8,0,12,0.0148793896190465
"39","2",9,0,3,0.00107159592722965
"40","2",10,0,3,0.00107159592722965
"41","2",11,0,3,0.00107159592722965
"42","2",12,0,3,0.00107159592722965
"43","2",13,0,6,0.0143989281033556
"44","2",14,0,3,0.00107159592722965
"45","2",15,0,9,-0.0119293510599844
"46","2",16,0,9,-0.0119293510599844
"47","2",17,0,9,-0.0119293510599844
"48","2",18,0,15,0.00467363644085861
"49","2",19,0,27,0.0133617871882944
"50","2",20,0,15,0.00467363644085861
"51","2",21,0,15,0.00467363644085861
"52","2",22,0,9,-0.0119293510599844
"53","2",23,0,3,0.00107159592722965
"54","2",24,0,6,0.0143989281033556
"55","2",25,0,3,0.00107159592722965
"56","2",26,0,9,-0.0119293510599844
"57","2",27,0,3,0.00107159592722965
"58","2",28,0,3,0.00107159592722965
"59","2",29,0,6,0.0143989281033556
"60","2",30,0,6,0.0143989281033556
"61","3",1,0,27,0.00949033621653838
"62","3",2,0,6,0.0898779342297347
"63","3",3,0,15,-0.0128816884313928
"64","3",4,0,15,-0.0128816884313928
"65","3",5,0,9,0.015991994511824
"66","3",6,0,9,0.015991994511824
"67","3",7,0,15,-0.0128816884313928
"68","3",8,0,3,0.0689871561530677
"69","3",9,0,9,0.015991994511824
"70","3",10,0,12,-0.000231737616288589
"71","3",11,0,6,0.0898779342297347
"72","3",12,0,15,-0.0128816884313928
"73","3",13,0,9,0.015991994511824
"74","3",14,0,9,0.015991994511824
"75","3",15,0,6,0.0898779342297347
"76","3",16,0,6,0.0898779342297347
"77","3",17,0,3,0.0689871561530677
"78","3",18,0,3,0.0689871561530677
"79","3",19,0,12,-0.000231737616288589
"80","3",20,0,9,0.015991994511824
"81","3",21,0,9,0.015991994511824
"82","3",22,0,18,0.0114730707275982
"83","3",23,0,6,0.0898779342297347
"84","3",24,0,6,0.0898779342297347
"85","3",25,0,6,0.0898779342297347
"86","3",26,0,3,0.0689871561530677
"87","3",27,0,6,0.0898779342297347
"88","3",28,0,15,-0.0128816884313928
"89","3",29,0,3,0.0689871561530677
"90","3",30,0,21,0.0173766984708268
"91","4",1,0,6,-0.0709346396358828
"92","4",2,0,12,-0.0393859623356834
"93","4",3,0,9,-0.0556936045939772
"94","4",4,0,6,-0.0709346396358828
"95","4",5,0,6,-0.0709346396358828
"96","4",6,0,3,-0.0671163239943835
"97","4",7,0,6,-0.0709346396358828
"98","4",8,0,18,-0.0390682059192133
"99","4",9,0,9,-0.0556936045939772
"100","4",10,0,6,-0.0709346396358828
"101","4",11,0,3,-0.0671163239943835
"102","4",12,0,3,-0.0671163239943835
"103","4",13,0,6,-0.0709346396358828
"104","4",14,0,9,-0.0556936045939772
"105","4",15,0,3,-0.0671163239943835
"106","4",16,0,3,-0.0671163239943835
"107","4",17,0,12,-0.0393859623356834
"108","4",18,0,9,-0.0556936045939772
"109","4",19,0,3,-0.0671163239943835
"110","4",20,0,30,-0.0255481814885108
"111","4",21,0,3,-0.0671163239943835
"112","4",22,0,3,-0.0671163239943835
"113","4",23,0,3,-0.0671163239943835
"114","4",24,0,6,-0.0709346396358828
