"ID","day","Dataset","x","ps","interval","fate","new_max_interval"
1,1,"1",-1.08784230016689,0.98432975281317,1,1,1
2,1,"1",-1.08784230016689,0.98432975281317,1,1,1
4,1,"1",-1.08784230016689,0.98432975281317,1,1,2
5,1,"1",-1.08784230016689,0.98432975281317,1,1,2
6,1,"1",-1.08784230016689,0.98432975281317,1,1,2
7,1,"1",-1.08784230016689,0.98432975281317,1,1,2
8,1,"1",-1.08784230016689,0.98432975281317,1,1,3
10,1,"1",-1.08784230016689,0.98432975281317,1,1,3
12,1,"1",-1.08784230016689,0.98432975281317,1,1,3
16,1,"1",-1.08784230016689,0.98432975281317,1,1,3
17,1,"1",-1.08784230016689,0.98432975281317,1,1,4
22,1,"1",-1.08784230016689,0.98432975281317,1,1,4
23,1,"1",-1.08784230016689,0.98432975281317,1,1,4
24,1,"1",-1.08784230016689,0.98432975281317,1,1,5
25,1,"1",-1.08784230016689,0.98432975281317,1,1,5
26,1,"1",-1.08784230016689,0.98432975281317,1,1,6
27,1,"1",-1.08784230016689,0.98432975281317,1,1,6
28,1,"1",-1.08784230016689,0.98432975281317,1,1,7
29,1,"1",-1.08784230016689,0.98432975281317,1,1,7
30,1,"1",-1.08784230016689,0.98432975281317,1,1,8
1,2,"1",-0.130122445152363,0.995214400767363,1,1,1
2,2,"1",-0.130122445152363,0.995214400767363,1,1,1
4,2,"1",-0.130122445152363,0.995214400767363,1,1,2
5,2,"1",-0.130122445152363,0.995214400767363,1,1,2
6,2,"1",-0.130122445152363,0.995214400767363,1,1,2
7,2,"1",-0.130122445152363,0.995214400767363,1,1,2
8,2,"1",-0.130122445152363,0.995214400767363,1,1,3
10,2,"1",-0.130122445152363,0.995214400767363,1,1,3
12,2,"1",-0.130122445152363,0.995214400767363,1,1,3
16,2,"1",-0.130122445152363,0.995214400767363,1,1,3
17,2,"1",-0.130122445152363,0.995214400767363,1,1,4
22,2,"1",-0.130122445152363,0.995214400767363,1,1,4
23,2,"1",-0.130122445152363,0.995214400767363,1,1,4
24,2,"1",-0.130122445152363,0.995214400767363,1,1,5
25,2,"1",-0.130122445152363,0.995214400767363,1,1,5
26,2,"1",-0.130122445152363,0.995214400767363,1,1,6
27,2,"1",-0.130122445152363,0.995214400767363,1,1,6
28,2,"1",-0.130122445152363,0.995214400767363,1,1,7
29,2,"1",-0.130122445152363,0.995214400767363,1,1,7
