"ID","day","Dataset","x","ps","interval","fate","new_max_interval"
1,1,"1",-0.108784230016689,0.995339771666926,1,1,1
2,1,"1",-0.108784230016689,0.995339771666926,1,1,1
3,1,"1",-0.108784230016689,0.995339771666926,1,1,1
4,1,"1",-0.108784230016689,0.995339771666926,1,1,2
5,1,"1",-0.108784230016689,0.995339771666926,1,1,2
6,1,"1",-0.108784230016689,0.995339771666926,1,1,2
7,1,"1",-0.108784230016689,0.995339771666926,1,1,2
8,1,"1",-0.108784230016689,0.995339771666926,1,1,2
9,1,"1",-0.108784230016689,0.995339771666926,1,1,2
10,1,"1",-0.108784230016689,0.995339771666926,1,1,3
11,1,"1",-0.108784230016689,0.995339771666926,1,1,3
12,1,"1",-0.108784230016689,0.995339771666926,1,1,3
13,1,"1",-0.108784230016689,0.995339771666926,1,1,3
14,1,"1",-0.108784230016689,0.995339771666926,1,1,3
15,1,"1",-0.108784230016689,0.995339771666926,1,1,3
16,1,"1",-0.108784230016689,0.995339771666926,1,1,4
17,1,"1",-0.108784230016689,0.995339771666926,1,1,4
18,1,"1",-0.108784230016689,0.995339771666926,1,1,4
19,1,"1",-0.108784230016689,0.995339771666926,1,1,4
20,1,"1",-0.108784230016689,0.995339771666926,1,1,4
21,1,"1",-0.108784230016689,0.995339771666926,1,1,5
22,1,"1",-0.108784230016689,0.995339771666926,1,1,5
23,1,"1",-0.108784230016689,0.995339771666926,1,1,5
24,1,"1",-0.108784230016689,0.995339771666926,1,1,6
25,1,"1",-0.108784230016689,0.995339771666926,1,1,6
26,1,"1",-0.108784230016689,0.995339771666926,1,1,6
27,1,"1",-0.108784230016689,0.995339771666926,1,1,7
28,1,"1",-0.108784230016689,0.995339771666926,1,1,7
29,1,"1",-0.108784230016689,0.995339771666926,1,1,7
30,1,"1",-0.108784230016689,0.995339771666926,1,1,8
1,2,"1",-0.0130122445152363,0.995863395011933,1,1,1
2,2,"1",-0.0130122445152363,0.995863395011933,1,1,1
3,2,"1",-0.0130122445152363,0.995863395011933,1,1,1
4,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
5,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
6,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
7,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
8,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
9,2,"1",-0.0130122445152363,0.995863395011933,1,1,2
10,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
11,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
12,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
13,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
14,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
15,2,"1",-0.0130122445152363,0.995863395011933,1,1,3
16,2,"1",-0.0130122445152363,0.995863395011933,1,1,4
17,2,"1",-0.0130122445152363,0.995863395011933,1,1,4
18,2,"1",-0.0130122445152363,0.995863395011933,1,1,4
19,2,"1",-0.0130122445152363,0.995863395011933,1,1,4
20,2,"1",-0.0130122445152363,0.995863395011933,1,1,4
21,2,"1",-0.0130122445152363,0.995863395011933,1,1,5
22,2,"1",-0.0130122445152363,0.995863395011933,1,1,5
23,2,"1",-0.0130122445152363,0.995863395011933,1,1,5
24,2,"1",-0.0130122445152363,0.995863395011933,1,1,6
25,2,"1",-0.0130122445152363,0.995863395011933,1,1,6
26,2,"1",-0.0130122445152363,0.995863395011933,1,1,6
27,2,"1",-0.0130122445152363,0.995863395011933,1,1,7
28,2,"1",-0.0130122445152363,0.995863395011933,1,1,7
29,2,"1",-0.0130122445152363,0.995863395011933,1,1,7
30,2,"1",-0.0130122445152363,0.995863395011933,1,1,8
1,3,"1",-0.130876303735915,0.995209910672109,1,1,1
2,3,"1",-0.130876303735915,0.995209910672109,1,1,1
3,3,"1",-0.130876303735915,0.995209910672109,1,1,1
4,3,"1",-0.130876303735915,0.995209910672109,1,1,2
5,3,"1",-0.130876303735915,0.995209910672109,1,1,2
6,3,"1",-0.130876303735915,0.995209910672109,1,1,2
7,3,"1",-0.130876303735915,0.995209910672109,1,1,2
8,3,"1",-0.130876303735915,0.995209910672109,1,1,2
9,3,"1",-0.130876303735915,0.995209910672109,1,1,2
10,3,"1",-0.130876303735915,0.995209910672109,1,1,3
11,3,"1",-0.130876303735915,0.995209910672109,1,1,3
12,3,"1",-0.130876303735915,0.995209910672109,1,1,3
13,3,"1",-0.130876303735915,0.995209910672109,1,1,3
14,3,"1",-0.130876303735915,0.995209910672109,1,1,3
15,3,"1",-0.130876303735915,0.995209910672109,1,1,3
16,3,"1",-0.130876303735915,0.995209910672109,1,1,4
17,3,"1",-0.130876303735915,0.995209910672109,1,1,4
18,3,"1",-0.130876303735915,0.995209910672109,1,1,4
19,3,"1",-0.130876303735915,0.995209910672109,1,1,4
20,3,"1",-0.130876303735915,0.995209910672109,1,1,4
21,3,"1",-0.130876303735915,0.995209910672109,1,1,5
22,3,"1",-0.130876303735915,0.995209910672109,1,1,5
23,3,"1",-0.130876303735915,0.995209910672109,1,1,5
24,3,"1",-0.130876303735915,0.995209910672109,1,1,6
25,3,"1",-0.130876303735915,0.995209910672109,1,1,6
26,3,"1",-0.130876303735915,0.995209910672109,1,1,6
27,3,"1",-0.130876303735915,0.995209910672109,1,1,7
28,3,"1",-0.130876303735915,0.995209910672109,1,1,7
29,3,"1",-0.130876303735915,0.995209910672109,1,1,7
30,3,"1",-0.130876303735915,0.995209910672109,1,1,8
