"ID","day","Dataset","x","ps","interval","fate","new_max_interval"
1,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
2,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
3,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
4,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
5,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
6,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
7,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
8,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
9,1,"1",-0.0108784230016689,0.995874368321858,1,1,3
10,1,"1",-0.0108784230016689,0.995874368321858,1,1,3
11,1,"1",-0.0108784230016689,0.995874368321858,1,1,3
12,1,"1",-0.0108784230016689,0.995874368321858,1,1,3
13,1,"1",-0.0108784230016689,0.995874368321858,1,1,3
14,1,"1",-0.0108784230016689,0.995874368321858,1,1,4
15,1,"1",-0.0108784230016689,0.995874368321858,1,1,4
16,1,"1",-0.0108784230016689,0.995874368321858,1,1,4
17,1,"1",-0.0108784230016689,0.995874368321858,1,1,4
18,1,"1",-0.0108784230016689,0.995874368321858,1,1,5
19,1,"1",-0.0108784230016689,0.995874368321858,1,1,5
20,1,"1",-0.0108784230016689,0.995874368321858,1,1,5
21,1,"1",-0.0108784230016689,0.995874368321858,1,1,6
22,1,"1",-0.0108784230016689,0.995874368321858,1,1,6
23,1,"1",-0.0108784230016689,0.995874368321858,1,1,7
25,1,"1",-0.0108784230016689,0.995874368321858,1,1,7
26,1,"1",-0.0108784230016689,0.995874368321858,1,1,8
27,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
28,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
29,1,"1",-0.0108784230016689,0.995874368321858,1,1,1
30,1,"1",-0.0108784230016689,0.995874368321858,1,1,2
1,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
2,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
3,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
4,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
5,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
6,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
7,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
8,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
9,2,"1",-0.00130122445152363,0.99592326370459,1,1,3
10,2,"1",-0.00130122445152363,0.99592326370459,1,1,3
11,2,"1",-0.00130122445152363,0.99592326370459,1,1,3
12,2,"1",-0.00130122445152363,0.99592326370459,1,1,3
13,2,"1",-0.00130122445152363,0.99592326370459,1,1,3
14,2,"1",-0.00130122445152363,0.99592326370459,1,1,4
15,2,"1",-0.00130122445152363,0.99592326370459,1,1,4
16,2,"1",-0.00130122445152363,0.99592326370459,1,1,4
17,2,"1",-0.00130122445152363,0.99592326370459,1,1,4
18,2,"1",-0.00130122445152363,0.99592326370459,1,1,5
19,2,"1",-0.00130122445152363,0.99592326370459,1,1,5
20,2,"1",-0.00130122445152363,0.99592326370459,1,1,5
21,2,"1",-0.00130122445152363,0.99592326370459,1,1,6
22,2,"1",-0.00130122445152363,0.99592326370459,1,1,6
23,2,"1",-0.00130122445152363,0.99592326370459,1,1,7
25,2,"1",-0.00130122445152363,0.99592326370459,1,1,7
26,2,"1",-0.00130122445152363,0.99592326370459,1,1,8
27,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
28,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
29,2,"1",-0.00130122445152363,0.99592326370459,1,1,1
30,2,"1",-0.00130122445152363,0.99592326370459,1,1,2
1,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
2,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
3,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
4,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
5,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
6,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
7,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
8,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
9,3,"1",-0.0130876303735915,0.995863006804353,1,1,3
10,3,"1",-0.0130876303735915,0.995863006804353,1,1,3
11,3,"1",-0.0130876303735915,0.995863006804353,1,1,3
12,3,"1",-0.0130876303735915,0.995863006804353,1,1,3
13,3,"1",-0.0130876303735915,0.995863006804353,1,1,3
14,3,"1",-0.0130876303735915,0.995863006804353,1,1,4
15,3,"1",-0.0130876303735915,0.995863006804353,1,1,4
16,3,"1",-0.0130876303735915,0.995863006804353,1,1,4
17,3,"1",-0.0130876303735915,0.995863006804353,1,1,4
18,3,"1",-0.0130876303735915,0.995863006804353,1,1,5
19,3,"1",-0.0130876303735915,0.995863006804353,1,1,5
20,3,"1",-0.0130876303735915,0.995863006804353,1,1,5
21,3,"1",-0.0130876303735915,0.995863006804353,1,1,6
22,3,"1",-0.0130876303735915,0.995863006804353,1,1,6
23,3,"1",-0.0130876303735915,0.995863006804353,1,1,7
25,3,"1",-0.0130876303735915,0.995863006804353,1,1,7
26,3,"1",-0.0130876303735915,0.995863006804353,1,1,8
27,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
28,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
29,3,"1",-0.0130876303735915,0.995863006804353,1,1,1
30,3,"1",-0.0130876303735915,0.995863006804353,1,1,2
4,4,"1",0.0154176199307615,0.996007240872393,2,1,2
5,4,"1",0.0154176199307615,0.996007240872393,2,1,2
6,4,"1",0.0154176199307615,0.996007240872393,2,1,2
7,4,"1",0.0154176199307615,0.996007240872393,2,1,2
8,4,"1",0.0154176199307615,0.996007240872393,2,1,2
9,4,"1",0.0154176199307615,0.996007240872393,2,1,3
10,4,"1",0.0154176199307615,0.996007240872393,2,1,3
11,4,"1",0.0154176199307615,0.996007240872393,2,1,3
12,4,"1",0.0154176199307615,0.996007240872393,2,1,3
13,4,"1",0.0154176199307615,0.996007240872393,2,1,3
14,4,"1",0.0154176199307615,0.996007240872393,2,1,4
15,4,"1",0.0154176199307615,0.996007240872393,2,1,4
16,4,"1",0.0154176199307615,0.996007240872393,2,1,4
17,4,"1",0.0154176199307615,0.996007240872393,2,1,4
18,4,"1",0.0154176199307615,0.996007240872393,2,1,5
19,4,"1",0.0154176199307615,0.996007240872393,2,1,5
20,4,"1",0.0154176199307615,0.996007240872393,2,1,5
21,4,"1",0.0154176199307615,0.996007240872393,2,1,6
22,4,"1",0.0154176199307615,0.996007240872393,2,1,6
23,4,"1",0.0154176199307615,0.996007240872393,2,1,7
25,4,"1",0.0154176199307615,0.996007240872393,2,1,7
26,4,"1",0.0154176199307615,0.996007240872393,2,1,8
30,4,"1",0.0154176199307615,0.996007240872393,2,1,2
4,5,"1",0.000752542914198875,0.995933673614117,2,1,2
5,5,"1",0.000752542914198875,0.995933673614117,2,1,2
6,5,"1",0.000752542914198875,0.995933673614117,2,1,2
7,5,"1",0.000752542914198875,0.995933673614117,2,1,2
8,5,"1",0.000752542914198875,0.995933673614117,2,1,2
9,5,"1",0.000752542914198875,0.995933673614117,2,1,3
10,5,"1",0.000752542914198875,0.995933673614117,2,1,3
11,5,"1",0.000752542914198875,0.995933673614117,2,1,3
12,5,"1",0.000752542914198875,0.995933673614117,2,1,3
13,5,"1",0.000752542914198875,0.995933673614117,2,1,3
14,5,"1",0.000752542914198875,0.995933673614117,2,1,4
15,5,"1",0.000752542914198875,0.995933673614117,2,1,4
16,5,"1",0.000752542914198875,0.995933673614117,2,1,4
17,5,"1",0.000752542914198875,0.995933673614117,2,1,4
18,5,"1",0.000752542914198875,0.995933673614117,2,1,5
19,5,"1",0.000752542914198875,0.995933673614117,2,1,5
