"","CoreID","PlotID","Block","DBH","priorBA","Year","interval","response","yearID","CanopyCover","meanVPD","meanSWA","Trt_cat","CC_scaled","VPD_scaled","SWA_scaled","scaled_BA"
"1","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,1997,1,"Live",1,33.96551724,7.31862259496766,66.6833646028066,"U",0.109144169145709,-1.40761408292392,0.401284113903504,0.0733498226853761
"2","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,1998,1,"Live",2,33.65517241,7.13284352496603,59.4577571438352,"U",0.0878579296707833,-1.69004873878525,0.0426403763673979,0.0733498226853761
"3","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,1999,1,"Live",3,33,7.62415154273103,56.1449688007144,"U",0.0429203136111748,-0.943127081150994,-0.121790199164036,0.0733498226853761
"4","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,2000,1,"Live",4,32.34482759,9.33187094272244,22.7000273267854,"U",-0.00201730244843382,1.65307033247607,-1.78183316164096,0.0733498226853761
"5","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,2001,1,"Live",5,31.68965517,8.47510507746664,42.705487921029,"U",-0.0469549191939324,0.350553464967131,-0.788860155649266,0.0733498226853761
"6","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,2002,1,"Live",6,30.96551724,9.71461632254499,11.0791726629644,"U",-0.0966228108448336,2.23494728789277,-2.35863542687085,0.0733498226853761
"7","GV_1_1_10_10","GV_1_1_10",1,12.1,24.116904735,2003,1,"Live",7,30.31034483,8.80659949560547,41.8429848999987,"U",-0.141560426904442,0.854515035590597,-0.831670578005443,0.0733498226853761
"8","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,1997,1,"Live",1,33.96551724,7.31862259496766,66.6833646028066,"U",0.109144169145709,-1.40761408292392,0.401284113903504,0.0733498226853761
"9","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,1998,1,"Live",2,33.65517241,7.13284352496603,59.4577571438352,"U",0.0878579296707833,-1.69004873878525,0.0426403763673979,0.0733498226853761
"10","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,1999,1,"Live",3,33,7.62415154273103,56.1449688007144,"U",0.0429203136111748,-0.943127081150994,-0.121790199164036,0.0733498226853761
"11","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,2000,1,"Live",4,32.34482759,9.33187094272244,22.7000273267854,"U",-0.00201730244843382,1.65307033247607,-1.78183316164096,0.0733498226853761
"12","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,2001,1,"Live",5,31.68965517,8.47510507746664,42.705487921029,"U",-0.0469549191939324,0.350553464967131,-0.788860155649266,0.0733498226853761
"13","GV_1_1_10_11","GV_1_1_10",1,14,24.116904735,2002,1,"Live",6,30.96551724,9.71461632254499,11.0791726629644,"U",-0.0966228108448336,2.23494728789277,-2.35863542687085,0.0733498226853761
