"","Nest_ID","Date","Year_located","tmax","ppt"
"1","EMFWOR_NCAMC1-01A_2015",2015-06-18,2015,26.1919994354248,0
"2","EMFWOR_NCAMC1-01A_2015",2015-06-19,2015,26.4710006713867,0
"3","EMFWOR_NCAMC1-01A_2015",2015-06-20,2015,23.5289993286133,0
"4","EMFWOR_NCAMC1-01A_2015",2015-06-21,2015,24.3570003509521,0
"5","EMFWOR_NCAMC1-01A_2015",2015-06-22,2015,22.9890003204346,0
"6","EMFWOR_NCAMC1-01A_2015",2015-06-23,2015,24.3439998626709,0
"7","EMFWOR_NCAMC1-01A_2015",2015-06-24,2015,26.3010005950928,0
"8","EMFWOR_NCAMC1-01A_2015",2015-06-25,2015,28.7469997406006,0
"9","EMFWOR_NCAMC1-01A_2015",2015-06-26,2015,31.0820007324219,0
"10","EMFWOR_NCAMC1-01A_2015",2015-06-27,2015,33.1399993896484,0
"11","EMFWOR_NCAMC1-01A_2015",2015-06-28,2015,31.6889991760254,0
"12","EMFWOR_NCAMC1-01A_2015",2015-06-29,2015,27.1749992370605,0
"13","EMFWOR_NCAMC1-01A_2015",2015-06-30,2015,30.3649997711182,0
"14","EMFWOR_NCAMC1-01A_2015",2015-07-01,2015,31.4899997711182,0
"15","EMFWOR_NCAMC1-01A_2015",2015-07-02,2015,32.5929985046387,0
"16","EMFWOR_NCAMC1-01A_2015",2015-07-03,2015,33.6069984436035,0.564000010490417
"17","EMFWOR_NCAMC1-01A_2015",2015-07-04,2015,31.6310005187988,0.474999994039536
"18","EMFWOR_NCAMC1-01A_2015",2015-07-05,2015,30.4249992370605,1.95700001716614
"19","EMFWOR_NCAMC1-01A_2015",2015-07-06,2015,21.7360000610352,7.73600006103516
"20","EMFWOR_NCAMC1-01A_2015",2015-07-07,2015,27.7709999084473,0
"21","EMFWOR_NCAMC1-01A_2015",2015-07-08,2015,26.5249996185303,8.1879997253418
"22","EMFWOR_NCAMC1-01A_2015",2015-07-09,2015,18.613000869751,5.67899990081787
"23","EMFWOR_NCAMC1-01A_2015",2015-07-10,2015,22.1240005493164,7.89799976348877
"24","EMFWOR_NCAMC1-01A_2015",2015-07-11,2015,20.2129993438721,4.60500001907349
"25","EMFWOR_NCAMC1-01A_2015",2015-07-12,2015,19.2999992370605,0
"26","EMFWOR_NCAMC1-01A_2015",2015-07-13,2015,20.0279998779297,1.51699995994568
"27","EMFWOR_NCAMC1-01A_2015",2015-07-14,2015,21.9909992218018,0
"28","EMFWOR_NCAMC1-01A_2015",2015-07-15,2015,22.5349998474121,0
"29","EMFWOR_NCAMC1-01A_2015",2015-07-16,2015,24.8850002288818,0
"30","EMFWOR_NCAMC1-01A_2015",2015-07-17,2015,24.681999206543,0
"31","EMFWOR_NCAMC1-01A_2015",2015-07-18,2015,23.2169990539551,0
"32","EMFWOR_NCAMC1-01A_2015",2015-07-19,2015,25.1580009460449,0
"33","EMFWOR_NCAMC1-01A_2015",2015-07-20,2015,27.0809993743896,0
"34","EMFWOR_NCAMC1-01A_2015",2015-07-21,2015,27.548999786377,0
"35","EMFWOR_NCAMC1-01A_2015",2015-07-22,2015,26.4379997253418,10.8009996414185
"36","EMFWOR_NCAMC1-01A_2017",2017-06-24,2017,27.2089996337891,0
"37","EMFWOR_NCAMC1-01A_2017",2017-06-25,2017,29.8959999084473,0
"38","EMFWOR_NCAMC1-01A_2017",2017-06-26,2017,31.3379993438721,0
"39","EMFWOR_NCAMC1-01A_2017",2017-06-27,2017,26.7229995727539,0
"40","EMFWOR_NCAMC1-01A_2017",2017-06-28,2017,24.5769996643066,0
"41","EMFWOR_NCAMC1-01A_2017",2017-06-29,2017,23.4780006408691,0
"42","EMFWOR_NCAMC1-01A_2017",2017-06-30,2017,24.3770008087158,0
"43","EMFWOR_NCAMC1-01A_2017",2017-07-01,2017,27.492000579834,0
"44","EMFWOR_NCAMC1-01A_2017",2017-07-02,2017,27.32200050354,0
"45","EMFWOR_NCAMC1-01A_2017",2017-07-03,2017,28.9810009002686,0
"46","EMFWOR_NCAMC1-01A_2017",2017-07-04,2017,28.5599994659424,0
"47","EMFWOR_NCAMC1-01A_2017",2017-07-05,2017,27.2670001983643,0
"48","EMFWOR_NCAMC1-01A_2017",2017-07-06,2017,28.6840000152588,0
"49","EMFWOR_NCAMC1-01A_2017",2017-07-07,2017,29.6340007781982,0
"50","EMFWOR_NCAMC1-02A_2018",2018-06-28,2018,26.1879997253418,0
"51","EMFWOR_NCAMC1-02A_2018",2018-06-29,2018,19.8799991607666,0
"52","EMFWOR_NCAMC1-02A_2018",2018-06-30,2018,20.4200000762939,0
"53","EMFWOR_NCAMC1-02A_2018",2018-07-01,2018,24.363000869751,0
"54","EMFWOR_NCAMC1-02A_2018",2018-07-02,2018,25.923999786377,0
"55","EMFWOR_NCAMC1-02A_2018",2018-07-03,2018,23.2099990844727,0
"56","EMFWOR_NCAMC1-02A_2018",2018-07-04,2018,20.2089996337891,0
